Gene Species Taxon Signature
5G58480 S0303 S0303 0.05527484919167498
5G58480 SRR8528381 SRR8528381 0.05527484919167498
5G58480 S1223 S1223 0.05527484919167498
5G58480 S0735 S0735 0.05527484919167498
5G58480 S1180 S1180 0.05527484919167498
5G58480 S1148 S1148 0.05527484919167498
5G58480 S0308 S0308 0.010924587537383314
5G58480 S0288 S0288 0.008987310569012065
5G58480 SRR8528354 SRR8528354 0.008987310569012065
5G58480 S0964 S0964 0.008987310569012065
5G58480 S1451 S1451 0.00692002397893667
5G58480 S0616 S0616 0.008987310569012065
5G58480 S0355 S0355 0.008987310569012065
5G58480 S1266sl S1266sl 0.008987310569012065
5G58480 S1269 S1269 0.008987310569012065
5G58480 S0320 S0320 0.0015600656840669151
5G58480 S1052sl S1052sl 0.008987310569012065
5G58480 S1189 S1189 0.008987310569012065
5G58480 S1128 S1128 0.008987310569012065
5G58480 S0748 S0748 0.002065465349748929
6854 CRNC CRNC 0.5131293376658324
6854 S0327 S0327 0.12689593428161752
6854 MYZV MYZV 0.5131293376658324
6854 HYZL HYZL 0.5131293376658324
6854 PAFTOL_019361 PAFTOL_019361 0.33264953946591236
6854 S1315 S1315 0.023741059947339813
6854 S1148 S1148 0.12689593428161752
6854 S0735 S0735 0.12689593428161752
6854 S1223 S1223 0.12689593428161752
6854 S0478 S0478 0.07364429642808788
6854 S1251 S1251 0.07364429642808788
6854 SRR6441723 SRR6441723 0.009785933128530952
6854 S1180 S1180 0.07364429642808788
6854 S1100 S1100 0.07364429642808788
6854 S1451 S1451 0.07364429642808788
6854 S0428sl S0428sl 0.07364429642808788
6854 S0299 S0299 0.04081059530654076
6854 S0289 S0289 0.04081059530654076
6854 S0407sl S0407sl 0.04081059530654076
6854 S0417 S0417 0.04081059530654076
6854 S0645sl S0645sl 0.04081059530654076
3G52940 S0308 S0308 0.2998811455230719
3G52940 SRR8528384 SRR8528384 0.13587888560702518
3G52940 S0735 S0735 0.09279091945852531
3G52940 SRR8528370 SRR8528370 0.03585076977099494
3G52940 SRR8528354 SRR8528354 0.0540863611593444
3G52940 S0888 S0888 0.0540863611593444
3G52940 SRR8528365 SRR8528365 0.0540863611593444
3G52940 S0281 S0281 0.0540863611593444
3G52940 S0645sl S0645sl 0.03585076977099494
3G52940 S1251 S1251 0.03585076977099494
2G25660 PAFTOL_019361 PAFTOL_019361 0.24037022031187935
2G25660 SRR8528381 SRR8528381 0.014284031972988968
2G25660 S0558 S0558 0.013966675151908213
2G25660 S1120 S1120 0.03242445269112639
2G25660 S1375 S1375 0.009581855017244349
2G25660 S1148 S1148 0.07921225891480417
2G25660 S1180 S1180 0.07921225891480417
2G25660 S1223 S1223 0.07921225891480417
2G25660 S0735 S0735 0.07921225891480417
2G25660 S1100 S1100 0.07921225891480417
2G25660 S1052sl S1052sl 0.009581855017244349
2G25660 S0956 S0956 0.009581855017244349
2G25660 S0294 S0294 0.009581855017244349
2G25660 S0964 S0964 0.00605083179968171
2G25660 S0293 S0293 0.00605083179968171
2G25660 S1189 S1189 0.00605083179968171
2G25660 S0959 S0959 0.00605083179968171
2G25660 S0616 S0616 0.008327737945370879
2G25660 S1315 S1315 0.008327737945370879
2G25660 S0888 S0888 0.008327737945370879
2G25660 S1210 S1210 0.008327737945370879
2G25660 S1110 S1110 0.008327737945370879
2G25660 S0308 S0308 0.008327737945370879
4G39470 PAFTOL_019361 PAFTOL_019361 0.17118262985149413
4G39470 S0281 S0281 0.10259773865809205
4G39470 SRR8528354 SRR8528354 0.14049450164958668
4G39470 S1250sl S1250sl 0.14049450164958668
4G39470 S0299 S0299 0.14049450164958668
4G39470 S1251 S1251 0.14049450164958668
4G39470 S1120 S1120 0.10259773865809205
4G39470 SRR8528381 SRR8528381 0.05331973442919678
4G39470 S1539 S1539 0.14049450164958668
4G39470 S0624 S0624 0.14049450164958668
4G39470 S1129sl S1129sl 0.0020696548153401016
4G39470 S1239 S1239 0.14049450164958668
4G39470 SRR8528347 SRR8528347 0.14049450164958668
4G39470 S0289 S0289 0.14049450164958668
4G39470 S0673 S0673 0.14049450164958668
4G39470 S0645sl S0645sl 0.14049450164958668
4G39470 SRR8528370 SRR8528370 0.14049450164958668
4G39470 S1180 S1180 0.14049450164958668
4G39470 S1223 S1223 0.14049450164958668
4G39470 S1100 S1100 0.14049450164958668
4G39470 S0735 S0735 0.14049450164958668
4G39470 S1148 S1148 0.14049450164958668
2G34960 PAFTOL_019361 PAFTOL_019361 0.10012032714883333
2G34960 S1100 S1100 0.10012032714883333
2G34960 S1148 S1148 0.0671591709338174
2G34960 S0735 S0735 0.0671591709338174
2G34960 S0320 S0320 0.02483954968041919
2G34960 S1223 S1223 0.0671591709338174
2G34960 S1180 S1180 0.0671591709338174
2G34960 S0758 S0758 0.02483954968041919
2G34960 S1451 S1451 0.02483954968041919
2G34960 S0299 S0299 0.02483954968041919
2G34960 S1251 S1251 0.02483954968041919
2G34960 S0645sl S0645sl 0.02483954968041919
2G34960 S0624 S0624 0.022070479386728598
2G34960 S0289 S0289 0.019263890000736087
2G34960 S0288 S0288 0.019263890000736087
2G34960 S1266sl S1266sl 0.019263890000736087
2G34960 S0724sl S0724sl 0.019263890000736087
2G34960 S0552sl S0552sl 0.019263890000736087
2G34960 S0956 S0956 0.019263890000736087
2G34960 S1246 S1246 0.008397089243890106
2G34960 S0322 S0322 0.019263890000736087
2G34960 S1214sl S1214sl 0.019263890000736087
2G34960 S0960 S0960 0.019263890000736087
4G14940 S1052sl S1052sl 0.25534860123151004
4G14940 PAFTOL_019361 PAFTOL_019361 0.10771275776075173
4G14940 S0294 S0294 0.04641919343027804
4G14940 S1235sl S1235sl 0.04641919343027804
4G14940 SRR8528350 SRR8528350 0.04641919343027804
4G14940 S1148 S1148 0.03853545860299128
4G14940 S1180 S1180 0.03853545860299128
4G14940 S1223 S1223 0.03853545860299128
4G14940 S0735 S0735 0.03853545860299128
4G14940 S0308 S0308 0.03831670845588059
4G14940 S0959 S0959 0.02925846323138208
4G14940 S1460 S1460 0.03149348212562114
4G14940 S1211 S1211 0.03149348212562114
4G14940 S0641 S0641 0.03149348212562114
4G14940 S1451 S1451 0.027490422547706162
4G14940 S1129sl S1129sl 0.027490422547706162
4G14940 SRR8528381 SRR8528381 0.027490422547706162
4G14940 SRR8528357 SRR8528357 0.027490422547706162
4G14940 S0417 S0417 0.027490422547706162
4G14940 S0673 S0673 0.0017304987425351404
6384 MYZV MYZV 0.2477479068789802
6384 HYZL HYZL 0.2477479068789802
6384 PAFTOL_019361 PAFTOL_019361 0.09717481862174035
6384 S0299 S0299 0.09717481862174035
6384 S1052sl S1052sl 0.08474182422264677
6384 S0308 S0308 0.08474182422264677
6384 S0964 S0964 0.08474182422264677
6384 ERR4210213 ERR4210213 0.08474182422264677
6384 S1120 S1120 0.041043944914601165
6384 S0412sl S0412sl 0.04938117365534923
6384 S0742 S0742 0.04938117365534923
6384 S0376 S0376 0.04938117365534923
6384 S0294 S0294 0.04938117365534923
6384 S1235sl S1235sl 0.0039312865819154386
6384 S0558 S0558 0.0039312865819154386
6384 S0724sl S0724sl 0.01846280176897571
6384 S0888 S0888 0.01846280176897571
6384 S1315 S1315 0.01846280176897571
6384 S1110 S1110 0.01846280176897571
6384 S1148 S1148 0.01846280176897571
6384 S1223 S1223 0.01846280176897571
5G49830 PAFTOL_019361 PAFTOL_019361 0.4022313234302592
5G49830 S1100 S1100 0.05041075716597617
5G49830 S0758 S0758 0.025862812758663086
5G49830 S1223 S1223 0.025862812758663086
5G49830 S0964 S0964 0.025862812758663086
5G49830 S1180 S1180 0.025862812758663086
5G49830 S0735 S0735 0.025862812758663086
5G49830 S1148 S1148 0.025862812758663086
5G49830 S0616 S0616 0.025862812758663086
5G49830 S0956 S0956 0.025862812758663086
5G49830 S1052sl S1052sl 0.025862812758663086
5G49830 S0552sl S0552sl 0.025862812758663086
5G49830 S0888 S0888 0.025862812758663086
5G49830 S1120 S1120 0.025862812758663086
5G49830 S0308 S0308 0.025862812758663086
5G49830 S0427 S0427 0.025862812758663086
5G49830 S1260 S1260 0.025862812758663086
5G49830 S0960 S0960 0.025862812758663086
5G49830 S0294 S0294 0.025862812758663086
5G49830 SRR8528391 SRR8528391 0.025862812758663086
5G49830 S1315 S1315 0.025862812758663086
5G49830 S1189 S1189 0.025862812758663086
5G49830 S1128 S1128 0.025862812758663086
6797 SRR8528336 SRR8528336 0.5421922641463087
6797 MYZV MYZV 0.5421922641463087
6797 HYZL HYZL 0.5421922641463087
6797 CRNC CRNC 0.5421922641463087
6797 S0951 S0951 0.16134271042324955
6797 S0735 S0735 0.1342345185579837
6797 S0758 S0758 0.06018175275256455
6797 S1148 S1148 0.06018175275256455
6797 PAFTOL_019361 PAFTOL_019361 0.06018175275256455
6797 S1180 S1180 0.06018175275256455
6797 S0748 S0748 0.06018175275256455
6797 S0641 S0641 0.0383393251949745
6797 S0771 S0771 0.0383393251949745
6797 S0299 S0299 0.0383393251949745
6797 S1251 S1251 0.0383393251949745
6797 S1189 S1189 0.0383393251949745
6797 S1498 S1498 0.0383393251949745
6797 S0616 S0616 0.0008182265635485316
6797 S1375 S1375 0.0383393251949745
6797 S0558 S0558 0.0383393251949745
6797 S1083 S1083 0.0383393251949745
6797 S0742 S0742 0.023303497043949982
6797 S1100 S1100 0.023303497043949982
1G67550 S1128 S1128 0.06855068352910333
1G67550 S1451 S1451 0.04128982286224438
1G67550 S1129sl S1129sl 0.029562272836868884
1G67550 S0771 S0771 0.029562272836868884
1G67550 S1251 S1251 0.029562272836868884
1G67550 S1223 S1223 0.029562272836868884
1G67550 S0735 S0735 0.029562272836868884
1G67550 S0959 S0959 0.029562272836868884
1G67550 S1180 S1180 0.029562272836868884
1G67550 SRR8528365 SRR8528365 0.029562272836868884
1G67550 S1266sl S1266sl 0.014790651608307538
1G67550 S0624 S0624 0.029562272836868884
1G67550 S0289 S0289 0.029562272836868884
1G67550 SRR8528347 SRR8528347 0.029562272836868884
1G67550 S1110 S1110 0.010714858985894327
1G67550 S1249 S1249 0.010714858985894327
1G67550 SRR8528391 SRR8528391 0.00745770088523599
1G67550 S1211 S1211 0.00745770088523599
1G67550 S1148 S1148 0.00745770088523599
1G67550 S0407sl S0407sl 0.0051807772036809975
1G67550 S0278 S0278 0.0051807772036809975
1G67550 S1375 S1375 0.00745770088523599
1G67550 S0558 S0558 0.00745770088523599
4848 S0427 S0427 0.2567691056744808
4848 CRNC CRNC 0.1614276082947381
4848 HYZL HYZL 0.1614276082947381
4848 MYZV MYZV 0.1614276082947381
4848 PAFTOL_019361 PAFTOL_019361 0.053699190805412744
4848 S1332 S1332 0.03838936204746671
4848 S0345 S0345 0.03838936204746671
4848 S1375 S1375 0.2567691056744808
4848 S1235sl S1235sl 0.2567691056744808
4848 S1376 S1376 0.005483087874972915
4848 S0735 S0735 0.005483087874972915
4848 S0376 S0376 0.005483087874972915
4848 S0055 S0055 0.2567691056744808
4848 S0641 S0641 0.2567691056744808
4848 ERR4210213 ERR4210213 0.0032038401218851867
4848 S1148 S1148 0.0032038401218851867
4848 S1223 S1223 0.0032038401218851867
4848 S0690 S0690 0.2567691056744808
4848 SRR8528350 SRR8528350 0.2567691056744808
4848 S0293 S0293 0.0032038401218851867
4848 S1214sl S1214sl 0.0032038401218851867
4848 S1100 S1100 0.0032038401218851867
4848 S1180 S1180 0.0032038401218851867
4848 ERR2789774 ERR2789774 0.0032038401218851867
4848 S0335 S0335 0.0032038401218851867
4848 S0616 S0616 0.2567691056744808
4848 S0656sl S0656sl 0.2567691056744808
4848 S_670 S_670 0.2567691056744808
4848 S0763 S0763 0.2567691056744808
4848 S1381 S1381 0.2567691056744808
4848 S0405 S0405 0.2567691056744808
4848 S0756 S0756 0.2567691056744808
4848 S1278 S1278 0.2567691056744808
4848 S1227 S1227 0.2567691056744808
4848 S0558 S0558 0.2567691056744808
4848 S0282 S0282 0.2567691056744808
4848 S1052sl S1052sl 0.2567691056744808
4848 S0400 S0400 0.2567691056744808
4848 S1369 S1369 0.2567691056744808
4848 S0294 S0294 0.2567691056744808
5528 MYZV MYZV 0.38855684443664107
5528 HYZL HYZL 0.3052422474088652
5528 PAFTOL_019361 PAFTOL_019361 0.2346979392244254
5528 S1266sl S1266sl 0.08561290509758465
5528 S1100 S1100 0.07676520670951219
5528 S0956 S0956 0.07676520670951219
5528 S0288 S0288 0.07676520670951219
5528 S1148 S1148 0.07676520670951219
5528 S0735 S0735 0.07676520670951219
5528 S1223 S1223 0.07676520670951219
5528 S1180 S1180 0.07676520670951219
5528 S0299 S0299 0.07676520670951219
5528 S0624 S0624 0.07676520670951219
5528 S0620 S0620 0.07676520670951219
5528 S1052sl S1052sl 0.07676520670951219
5528 S0294 S0294 0.07676520670951219
5528 S0951 S0951 0.07676520670951219
5528 S0616 S0616 0.04170541108760745
5528 S1189 S1189 0.04170541108760745
5528 ERR2789774 ERR2789774 0.023847235061237888
5528 S1405 S1405 0.023847235061237888
5528 S1475 S1475 0.023847235061237888
2G26200 PAFTOL_019361 PAFTOL_019361 0.34368354965222914
2G26200 SRR8528381 SRR8528381 0.34368354965222914
2G26200 S1223 S1223 0.04896022242731135
2G26200 S0299 S0299 0.04896022242731135
2G26200 S0335 S0335 0.035201291263609095
2G26200 S1148 S1148 0.04896022242731135
2G26200 S1180 S1180 0.04896022242731135
2G26200 S0735 S0735 0.04896022242731135
2G26200 S0616 S0616 0.035201291263609095
2G26200 S0906 S0906 0.035201291263609095
2G26200 S0281 S0281 0.016128174767325087
2G26200 SRR8528379 SRR8528379 0.016128174767325087
2G26200 S1451 S1451 0.016128174767325087
2G26200 S1100 S1100 0.016128174767325087
2G26200 S0428sl S0428sl 0.016128174767325087
2G26200 S1251 S1251 0.016128174767325087
2G26200 S0888 S0888 0.016128174767325087
2G26200 SRR8528347 SRR8528347 0.016128174767325087
2G26200 S0278 S0278 0.016128174767325087
2G26200 S0558 S0558 0.002702409865713403
2G26200 S0308 S0308 0.016128174767325087
2G26200 S1315 S1315 0.016128174767325087
2G26200 S1210 S1210 0.00558533428097606
3G12590 PAFTOL_019361 PAFTOL_019361 0.503373865441024
3G12590 S0288 S0288 0.03354553163106941
3G12590 S0308 S0308 0.03354553163106941
3G12590 S1100 S1100 0.03354553163106941
3G12590 S1180 S1180 0.03354553163106941
3G12590 S1223 S1223 0.03354553163106941
3G12590 S0735 S0735 0.03354553163106941
3G12590 S1148 S1148 0.03354553163106941
3G12590 S0294 S0294 0.03354553163106941
3G12590 S0293 S0293 0.03354553163106941
3G12590 S0345 S0345 0.03354553163106941
3G12590 S1052sl S1052sl 0.03354553163106941
3G12590 S0299 S0299 0.02036699423155541
3G12590 S0620 S0620 0.03354553163106941
3G12590 S1120 S1120 0.03354553163106941
3G12590 S0278 S0278 0.02036699423155541
3G12590 S0322 S0322 0.01959375474265802
3G12590 S0558 S0558 0.02036699423155541
3G12590 SRR8528381 SRR8528381 0.02036699423155541
3G12590 S0376 S0376 0.02036699423155541
3G12590 S0320 S0320 0.01959375474265802
3G12590 S0412sl S0412sl 0.01959375474265802
3G12590 S1210 S1210 0.0019988720320387936
4992 CRNC CRNC 0.44042190355637467
4992 MYZV MYZV 0.44042190355637467
4992 HYZL HYZL 0.44042190355637467
4992 PAFTOL_019361 PAFTOL_019361 0.3371813600104034
4992 S0407sl S0407sl 0.04408590982689424
4992 S1475 S1475 0.04408590982689424
4992 S1250sl S1250sl 0.04408590982689424
4992 S1052sl S1052sl 0.04408590982689424
4992 S1100 S1100 0.04408590982689424
4992 S0299 S0299 0.023441338342443805
4992 S1315 S1315 0.023441338342443805
4992 S0320 S0320 0.023441338342443805
4992 S1451 S1451 0.023441338342443805
4992 S0289 S0289 0.007383230808667409
4992 S1148 S1148 0.023441338342443805
4992 S1180 S1180 0.023441338342443805
4992 S0735 S0735 0.023441338342443805
4992 S1223 S1223 0.023441338342443805
4992 S0888 S0888 0.013935714103554722
4992 S0278 S0278 0.007383230808667409
4992 S0428sl S0428sl 0.007383230808667409
4992 S0327 S0327 0.007383230808667409
4G33080 SRR8528381 SRR8528381 0.2704627165873046
4G33080 PAFTOL_019361 PAFTOL_019361 0.11400844076522873
4G33080 S1100 S1100 0.05539073241905812
4G33080 S1498 S1498 0.03912661285712998
4G33080 S0735 S0735 0.03912661285712998
4G33080 S0303 S0303 0.0465699543009982
4G33080 S0724sl S0724sl 0.0465699543009982
4G33080 S0288 S0288 0.0465699543009982
4G33080 S1249 S1249 0.0465699543009982
4G33080 S0888 S0888 0.03912661285712998
4G33080 S1381 S1381 0.03912661285712998
4G33080 S1083 S1083 0.03912661285712998
4G33080 SRR8528379 SRR8528379 0.02253341792851065
4G33080 S0417 S0417 0.02253341792851065
4G33080 S1148 S1148 0.03912661285712998
4G33080 S1223 S1223 0.03912661285712998
4G33080 S1180 S1180 0.03912661285712998
6540 S0293 S0293 1.4304653283613569
6540 S1539 S1539 0.29449396550500545
6540 HYZL HYZL 0.3566675695840425
6540 MYZV MYZV 0.3566675695840425
6540 PAFTOL_019361 PAFTOL_019361 0.3566675695840425
6540 S0735 S0735 0.13858436676450886
6540 S1375 S1375 0.012586047351644016
6540 S0055 S0055 0.012586047351644016
6540 S0558 S0558 0.012586047351644016
6540 S0724sl S0724sl 0.005909164338778952
6540 S1266sl S1266sl 0.005909164338778952
6540 S0430 S0430 0.005909164338778952
6540 S1249 S1249 0.005909164338778952
2G40860 PAFTOL_019361 PAFTOL_019361 0.3745614229690037
2G40860 S0735 S0735 0.0489606111343067
2G40860 S1249 S1249 0.036520315551749685
2G40860 S0620 S0620 0.036520315551749685
2G40860 S1180 S1180 0.0489606111343067
2G40860 S1148 S1148 0.0489606111343067
2G40860 S1223 S1223 0.0489606111343067
2G40860 S1100 S1100 0.0489606111343067
2G40860 S1052sl S1052sl 0.0489606111343067
2G40860 SRR8528381 SRR8528381 0.0489606111343067
2G40860 S0294 S0294 0.015153630316430822
2G40860 S0748 S0748 0.008550372677217156
2G40860 S0322 S0322 0.008550372677217156
2G40860 S1102 S1102 0.015153630316430822
2G40860 S0558 S0558 0.015153630316430822
2G40860 S1405 S1405 0.015153630316430822
2G40860 S0956 S0956 0.008550372677217156
2G40860 SRR8528347 SRR8528347 0.008550372677217156
2G40860 S0299 S0299 0.008550372677217156
2G40860 S0888 S0888 0.008550372677217156
2G40860 S1266sl S1266sl 0.008550372677217156
2G40860 S0308 S0308 0.005186119641379986
2G40860 S1315 S1315 0.005186119641379986
2G40860 S1110 S1110 0.005186119641379986
2G40860 S1269 S1269 0.005186119641379986
1G68050 S1100 S1100 0.04238474159004439
1G68050 S1189 S1189 0.03335285368084049
1G68050 S0964 S0964 0.03335285368084049
1G68050 S1223 S1223 0.018416758416488786
1G68050 S1148 S1148 0.018416758416488786
1G68050 S1128 S1128 0.020750034066162402
1G68050 S0960 S0960 0.020750034066162402
1G68050 S1129sl S1129sl 0.020750034066162402
1G68050 S0552sl S0552sl 0.018416758416488786
1G68050 S1376 S1376 0.016154738446969887
1G68050 S0735 S0735 0.018416758416488786
1G68050 S1180 S1180 0.018416758416488786
1G68050 S0299 S0299 0.018416758416488786
1G68050 SRR8528347 SRR8528347 0.018416758416488786
1G68050 S1451 S1451 0.018416758416488786
1G68050 S0558 S0558 0.016154738446969887
1G68050 S0407sl S0407sl 0.009925662437281654
1G68050 S1251 S1251 0.009925662437281654
1G68050 S0959 S0959 0.016154738446969887
1G68050 S1214sl S1214sl 0.016154738446969887
1G68050 SRR8528336 SRR8528336 0.016154738446969887
1G68050 S0278 S0278 0.009925662437281654
1G68050 SRR8528381 SRR8528381 0.009925662437281654
1G68050 S1366 S1366 0.016154738446969887
1G68050 S0771 S0771 0.016154738446969887
5G23060 S1148 S1148 0.46337763555152844
5G23060 S0735 S0735 0.46337763555152844
5G23060 S1180 S1180 0.46337763555152844
5G23060 S1223 S1223 0.46337763555152844
5G23060 S1100 S1100 0.46337763555152844
5G23060 SRR8528381 SRR8528381 0.3016408150912246
5G23060 S1129sl S1129sl 0.08600486400400606
5G23060 SRR8528347 SRR8528347 0.04840244468941472
5G23060 S0308 S0308 0.04840244468941472
5G23060 S1539 S1539 0.04840244468941472
5G23060 S0289 S0289 0.04840244468941472
4G04970 PAFTOL_019361 PAFTOL_019361 0.29629024330896647
4G04970 S1100 S1100 0.10298066743560097
4G04970 SRR8528381 SRR8528381 0.10298066743560097
4G04970 S1187sl S1187sl 0.10298066743560097
4G04970 S0294 S0294 0.023055774796718945
4G04970 S1129sl S1129sl 0.023055774796718945
4G04970 S0735 S0735 0.10298066743560097
4G04970 S1180 S1180 0.10298066743560097
4G04970 S1223 S1223 0.10298066743560097
4G04970 S1148 S1148 0.10298066743560097
4G04970 S0616 S0616 0.01958841726761409
4G04970 S1332 S1332 0.018188965395060857
4G04970 S1128 S1128 0.018188965395060857
4G04970 S0308 S0308 0.018188965395060857
4G04970 S0888 S0888 0.018188965395060857
4G04970 S0335 S0335 0.016956299232325837
4G04970 SRR8528361 SRR8528361 0.016956299232325837
4G04970 S0345 S0345 0.016956299232325837
4G04970 SRR8528365 SRR8528365 0.011771909338473451
4G04970 S1315 S1315 0.00858059304438052
4G04970 S1120 S1120 0.00858059304438052
4G04970 S1260 S1260 0.00858059304438052
4G04970 S0281 S0281 0.002768746123164992
6041 MYZV MYZV 0.4005259077048454
6041 ERR4210213 ERR4210213 0.12523264015419625
6041 HYZL HYZL 0.4005259077048454
6041 CRNC CRNC 0.4005259077048454
6041 PAFTOL_019361 PAFTOL_019361 0.19527223086662443
6041 SRR8528381 SRR8528381 0.07850392431106941
6041 S1180 S1180 0.027173678371848444
6041 S0322 S0322 0.027173678371848444
6041 S1249 S1249 0.027173678371848444
6041 S0288 S0288 0.00462735554373841
6041 S0735 S0735 0.027173678371848444
6041 S1148 S1148 0.027173678371848444
6041 S1223 S1223 0.02512859915729338
6041 S1100 S1100 0.02512859915729338
6041 S0748 S0748 0.004299139255837326
6041 S1052sl S1052sl 0.02512859915729338
6041 S0407sl S0407sl 0.02512859915729338
6041 S1475 S1475 0.02512859915729338
6041 S0645sl S0645sl 0.022807217278368774
6041 S0428sl S0428sl 0.022807217278368774
6041 S0299 S0299 0.022807217278368774
6041 S0951 S0951 0.022807217278368774
6041 S1251 S1251 0.012068253775753024
6041 S0278 S0278 0.012068253775753024
7577 CRNC CRNC 0.4311522553616786
7577 MYZV MYZV 0.4311522553616786
7577 HYZL HYZL 0.4311522553616786
7577 PAFTOL_019361 PAFTOL_019361 0.4311522553616786
7577 S1120 S1120 0.07140179529848628
7577 S1180 S1180 0.047212006748474936
7577 S0899 S0899 0.04274313361973118
7577 S1250sl S1250sl 0.04274313361973118
7577 S1100 S1100 0.04274313361973118
7577 S0289 S0289 0.04274313361973118
7577 S0735 S0735 0.04274313361973118
7577 S1148 S1148 0.04274313361973118
7577 S1260 S1260 0.012021277525595805
7577 S0827 S0827 0.04274313361973118
7577 S0417 S0417 0.04274313361973118
7577 S0951 S0951 0.04274313361973118
7577 S0645sl S0645sl 0.006190576997523544
7577 S1269 S1269 0.00748403602881923
7577 S1249 S1249 0.00748403602881923
7577 S0656sl S0656sl 0.006190576997523544
7577 S1405 S1405 0.006190576997523544
7577 S1251 S1251 0.006190576997523544
4G04350 PAFTOL_019361 PAFTOL_019361 0.2475676529918877
4G04350 S1052sl S1052sl 0.04032962769919734
4G04350 S0735 S0735 0.04032962769919734
4G04350 S1100 S1100 0.04032962769919734
4G04350 S1223 S1223 0.04032962769919734
4G04350 SRR8528381 SRR8528381 0.04032962769919734
4G04350 S1180 S1180 0.04032962769919734
4G04350 S1148 S1148 0.04032962769919734
4G04350 S0407sl S0407sl 0.03754977436877235
4G04350 S1475 S1475 0.014975156639637515
4G04350 S1210 S1210 0.011295178618296212
4G04350 S1110 S1110 0.011295178618296212
4G04350 S1451 S1451 0.011295178618296212
4G04350 S0294 S0294 0.011295178618296212
4G04350 S0299 S0299 0.011295178618296212
4G04350 SRR8528347 SRR8528347 0.011295178618296212
4G04350 S0345 S0345 0.011295178618296212
4G04350 S0645sl S0645sl 0.011295178618296212
4G04350 S0624 S0624 0.011295178618296212
4G04350 S0278 S0278 0.011295178618296212
4G04350 S0320 S0320 0.006506307877771701
4G04350 S1449 S1449 0.0033198143663833645
2G40770 SRR8528381 SRR8528381 0.23600628160354997
2G40770 PAFTOL_019361 PAFTOL_019361 0.23600628160354997
2G40770 S1120 S1120 0.11151976932224353
2G40770 S0308 S0308 0.01420412903497096
2G40770 S1223 S1223 0.09194143651103986
2G40770 S1100 S1100 0.09194143651103986
2G40770 S1180 S1180 0.09194143651103986
2G40770 S0735 S0735 0.09194143651103986
2G40770 S1148 S1148 0.09194143651103986
2G40770 S0951 S0951 0.028741651973277205
2G40770 S0299 S0299 0.028741651973277205
2G40770 S1249 S1249 0.01420412903497096
2G40770 S0753 S0753 0.01420412903497096
2G40770 SRR8528347 SRR8528347 0.0042388815325092935
2G40770 S1451 S1451 0.0042388815325092935
2G40770 S0355 S0355 0.01420412903497096
2G40770 S0322 S0322 0.01420412903497096
2G40770 S0430 S0430 0.01420412903497096
2G40770 S0288 S0288 0.01420412903497096
2G40770 S0620 S0620 0.005063329162023686
2G40770 S0748 S0748 0.005063329162023686
2G40770 S1266sl S1266sl 0.005063329162023686
2G40770 S0724sl S0724sl 0.005063329162023686
2G40770 S1251 S1251 0.0042388815325092935
2G40770 S0417 S0417 0.0042388815325092935
2G40770 S0289 S0289 0.0042388815325092935
