"","genes","no_samples_before","no_samples_cleaned","no_samples_removed","fraction_samples_removed","gene_length","dist_raw_mean","dist_raw_min","dist_raw_max","dist_raw_stdev","dist_raw_CI_95_lower","dist_raw_CI_95_upper","N_sites","N_taxa","t_Entropy","t_predicted_threshold_Entropy","t_predicted_TPR_Entropy","t_predicted_FPR_Entropy","Risk_Entropy","t_Entropyvar","t_predicted_threshold_Entropyvar","t_predicted_TPR_Entropyvar","t_predicted_FPR_Entropyvar","Risk_Entropyvar","gene_tree_mean_node_support","gene_tree_clocklikeliness","mean_SNP_prop","genes_non_saturated","genes_high_BS","genes_clocklike","genes_SNP_prop_low","genes_alignments_long","genes_to_keep"
"23","1G06950",355,337,18,0.0507042253521127,964,0.0609091120966841,0,0.230529595015576,0.0341432595172812,0.0606278619461178,0.0611903622472505,726,337,108.93,24.41,0.81,0.39,"low.risk",58.22,30.58,0.85,0.03,"low.risk",79.811377245509,0.518289932644747,0.0341195667821011,1,1,0,0,1,0
"24","1G07590",361,340,21,0.0581717451523546,1122,0.0921809751767682,0,0.25875486381323,0.0316069799296257,0.091922918022755,0.0924390323307814,947,340,143.65,28.35,0.84,0.42,"low.risk",114.45,33.45,0.83,0.03,"low.risk",86.8545994065282,0.505501038978203,0.0225980666219583,1,1,0,0,1,0
"25","1G08460",279,263,16,0.057347670250896,576,0.0926929195192275,0,0.192678227360308,0.0307641840285356,0.0923680602766468,0.0930177787618081,511,263,129.23,19.97,0.77,0.32,"low.risk",83.19,29.29,0.87,0.04,"low.risk",81.7692307692308,0.429022802532142,0.0214527928913101,1,1,0,0,1,0
"26","1G09010",365,335,30,0.0821917808219178,1368,0.0653785284138007,0,0.151785714285714,0.0221309399282587,0.0651951379674832,0.0655619188601183,1079,335,210.77,30.44,0.85,0.44,"low.risk",118.81,34.29,0.83,0.04,"low.risk",86.8463855421687,0.354758243198722,0.027800948668627,1,1,0,0,1,0
"27","1G09340",292,291,1,0.00342465753424659,219,0.0448466404467254,0,0.187214611872146,0.0271399390491163,0.0445876767287789,0.0451056041646719,189,291,115.47,10.05,0.66,0.17,"low.risk",31.64,25.08,0.93,0.08,"low.risk",58.1354166666667,0.466277280082323,0.0271144030069011,1,0,0,0,0,0
"28","1G09900",380,343,37,0.0973684210526315,1485,0.0805644719528017,0,0.344277673545966,0.0406466026511539,0.0802355171813737,0.0808934267242298,1236,343,166.4,32.72,0.85,0.45,"low.risk",114.15,36.13,0.82,0.05,"low.risk",85.9823529411765,0.272515716910052,0.0248662854655634,1,1,1,0,1,0
"29","1G10020",262,244,18,0.0687022900763359,399,0.109880925593418,0,0.281329923273657,0.0442037782128368,0.109377723821048,0.110384127365788,306,244,73.87,14.44,0.71,0.23,"low.risk",38.52,27.33,0.89,0.06,"low.risk",79.7178423236515,0.623627542852553,0.0210454817395392,1,1,0,0,1,0
"30","1G10240",366,343,23,0.0628415300546448,1281,0.0715796285379995,0,0.187247780468119,0.0253703092492961,0.0713743054916483,0.0717849515843506,1127,343,188.48,31.15,0.85,0.44,"low.risk",107.27,33.45,0.83,0.03,"low.risk",84.9941176470588,0.454688452644643,0.0181176756369056,1,1,0,1,1,0
"31","1G10330",355,327,28,0.0788732394366197,1301,0.102257061609741,0,0.227746591820369,0.0326614006051171,0.101979777438081,0.102534345781401,1006,327,142.22,29.32,0.84,0.43,"low.risk",122.27,35.4,0.82,0.04,"low.risk",86.3179012345679,0.430229594267242,0.0298398680031802,1,1,0,0,1,0
"32","1G10385",329,295,34,0.103343465045593,1023,0.0807315489871625,0,0.173058013765978,0.0264827928899296,0.0804822879935699,0.080980809980755,880,295,216.78,27.29,0.83,0.4,"low.risk",114.37,33.33,0.84,0.04,"low.risk",84.4383561643836,0.437892753031004,0.0205514310981042,1,1,0,0,1,0
"33","1G10780",235,231,4,0.0170212765957447,267,0.0684007687073472,0,0.199248120300752,0.0306543141907904,0.0680321269107678,0.0687694105039266,213,231,86.7,11.23,0.67,0.17,"low.risk",57.65,25.45,0.92,0.08,"low.risk",77.8464912280702,0.303518962375712,0.0292107560142438,1,1,1,0,1,0
"34","1G10910",364,332,32,0.0879120879120879,572,0.0731719075485542,0,0.285407725321888,0.0294531179687401,0.0729256322274355,0.0734181828696728,539,332,110.03,20.47,0.78,0.34,"low.risk",104.36,30.57,0.85,0.03,"low.risk",82.3434650455927,0.337089626038145,0.0165017187537455,1,1,0,1,1,0
"35","1G11000",161,159,2,0.0124223602484472,186,0.0706310651623294,0,0.193548387096774,0.030328522888278,0.0701006339203826,0.0711614964042761,162,159,56.06,9.57,0.64,0.13,"low.risk",36.61,23.07,0.93,0.1,"low.risk",61.5128205128205,0.547351179914494,0.0104392679395014,1,0,0,1,0,0
"36","1G11915",361,341,20,0.0554016620498615,790,0.0816544004799083,0,0.224598930481283,0.0319947767320094,0.0813939443442741,0.0819148566155425,621,341,176.51,22.28,0.8,0.37,"low.risk",86.31,29.8,0.85,0.03,"low.risk",84.491124260355,0.253262043109868,0.029529426375873,1,1,1,0,1,0
"37","1G12150",358,337,21,0.0586592178770949,1300,0.0897599438806113,0,0.237909516380655,0.0348640239447662,0.0894727565375619,0.0900471312236607,884,337,81.13,27.29,0.83,0.41,"low.risk",59.24,32.75,0.83,0.03,"low.risk",85.8473053892216,0.470002761831994,0.0415367044879402,1,1,0,0,1,0
"38","1G12330",342,336,6,0.0175438596491229,315,0.0702868247226043,0,0.191235059760956,0.0299602062897526,0.0700392962361753,0.0705343532090333,221,336,60.21,11.25,0.68,0.2,"low.risk",38.85,26.15,0.9,0.06,"low.risk",69.2102102102102,0.37346674744743,0.0407636482046736,1,0,0,0,1,0
"39","1G12470",349,347,2,0.00573065902578795,237,0.0373676032981411,0,0.170212765957447,0.0228958953096563,0.037184444962134,0.0375507616341481,214,347,68.92,10.97,0.68,0.2,"low.risk",32.29,25.39,0.91,0.07,"low.risk",56.7712609970675,0.309873696725272,0.0220620646493209,1,0,1,0,0,0
"40","1G13970",277,273,4,0.0144404332129964,195,0.0429219481605271,0,0.148717948717949,0.0228268362309931,0.0426897508448013,0.043154145476253,161,273,65.33,8.89,0.64,0.14,"low.risk",22.44,25.17,0.93,0.08,"high.risk",53.1962264150943,0.506043063554761,0.0353466243777679,0,0,0,0,0,0
"41","1G14300",276,274,2,0.00724637681159424,198,0.0545746869842024,0,0.182741116751269,0.0287143404857954,0.0542836692970314,0.0548657046713733,178,274,56.48,9.63,0.65,0.15,"low.risk",34.1,25.88,0.92,0.07,"low.risk",59.092936802974,0.263812840963632,0.0196948658887022,1,0,1,1,0,0
"42","1G15440",380,338,42,0.110526315789474,1632,0.0779439104265406,0,0.185560481317289,0.0268498568500788,0.0777233939763288,0.0781644268767524,1287,338,192.91,33.42,0.85,0.45,"low.risk",101.97,37.23,0.82,0.06,"low.risk",84.1074626865672,0.417377342996827,0.0237403083101404,1,1,0,0,1,0
"43","1G15740",271,266,5,0.018450184501845,198,0.0766005972810746,0,0.233160621761658,0.032742585773648,0.0762587538629158,0.0769424406992335,170,266,60.98,9.31,0.65,0.15,"low.risk",42.15,25.69,0.92,0.07,"low.risk",70.5513307984791,0.545776505193419,0.0228412070297846,1,0,0,0,0,0
"44","1G15980",349,305,44,0.126074498567335,612,0.0866291856713815,0,0.201666666666667,0.0283690198841291,0.0863709405962788,0.0868874307464841,560,305,134.76,20.99,0.78,0.34,"low.risk",78.05,30.1,0.86,0.03,"low.risk",80.6158940397351,0.326338591172782,0.0161439942872011,1,1,0,1,1,0
"45","1G16070",265,258,7,0.0264150943396226,339,0.0889086493959085,0,0.214067278287462,0.0326139383588176,0.0885575696491492,0.0892597291426678,270,258,95.31,13.2,0.7,0.21,"low.risk",56.44,27.37,0.89,0.05,"low.risk",76.4156862745098,0.410402449889331,0.0219015782313811,1,1,0,0,1,0
"46","1G16570",263,261,2,0.00760456273764254,129,0.057453408061191,0,0.224806201550388,0.0372254564935457,0.0570573018190175,0.0578495143033645,109,261,68.31,6.32,0.61,0.08,"low.risk",50.69,25,0.93,0.08,"low.risk",49.2256809338521,0.305842731515681,0.0445717307589685,1,0,1,0,0,0
"47","1G16720",317,297,20,0.0630914826498423,206,0.0668166128433587,0,0.228426395939086,0.0310186285650439,0.0665266291612484,0.0671065965254689,188,297,66.56,10,0.66,0.17,"low.risk",38.31,25.99,0.91,0.07,"low.risk",69.9209621993127,0.533839843454899,0.0189057951062909,1,0,0,1,0,0
"48","1G16770",302,299,3,0.00993377483443714,162,0.0740566605845435,0,0.191358024691358,0.0289788573810609,0.073787561376577,0.07432575979251,133,299,45.12,7.48,0.63,0.12,"low.risk",37.03,25.5,0.92,0.07,"low.risk",65.2610169491525,0.472737377849385,0.0169437548477824,1,0,0,1,0,0
"49","1G19025",332,312,20,0.0602409638554217,616,0.0774026866962365,0,0.170357751277683,0.0260895942850346,0.0771705286405767,0.0776348447518962,547,312,114.1,20.69,0.78,0.34,"low.risk",88.25,30.52,0.85,0.03,"low.risk",77.6375404530744,0.315511630084506,0.0200473918483529,1,1,1,0,1,0
"50","1G19860",312,280,32,0.102564102564103,350,0.0915155227245814,0,0.216049382716049,0.0358113556867663,0.091160369148628,0.0918706763005348,272,280,86.9,13.19,0.7,0.22,"low.risk",64.3,27.68,0.89,0.05,"low.risk",73.5812274368231,0.465858714411277,0.0317731931149021,1,0,0,0,1,0
"51","1G20080",287,277,10,0.0348432055749129,351,0.0743006026909954,0,0.2,0.0343310880211313,0.0739564350917516,0.0746447702902392,277,277,67.9,13.37,0.7,0.22,"low.risk",34.59,26.77,0.9,0.06,"low.risk",70.3686131386861,0.444834399853366,0.0378113105109554,1,0,0,0,1,0
"52","1G20560",365,338,27,0.0739726027397261,1227,0.0925281992947278,0,0.239896818572657,0.0346133766345472,0.092243921468298,0.0928124771211577,970,338,174.98,28.72,0.84,0.43,"low.risk",111.57,34.11,0.83,0.04,"low.risk",86.4089552238806,0.372681064634813,0.0269121636785035,1,1,0,0,1,0
"53","1G21640",372,351,21,0.0564516129032258,961,0.0814639754930813,0,0.269230769230769,0.0316139488618098,0.0812139623656359,0.0817139886205267,861,351,131.68,26.88,0.83,0.41,"low.risk",71.24,31.7,0.84,0.03,"low.risk",83.5028735632184,0.29424931636579,0.0172776715040524,1,1,1,1,1,1
"54","1G22620",357,322,35,0.0980392156862745,414,0.0481734991188906,0,0.143552311435523,0.0197109991476635,0.0480035568362197,0.0483434414015614,371,322,99.72,16.18,0.74,0.28,"low.risk",43.4,27.19,0.89,0.05,"low.risk",69.2163009404389,0.299468909914203,0.0207594391544183,1,0,1,0,1,0
"55","1G22770",366,334,32,0.087431693989071,1688,0.059354942457766,0,0.138339920948617,0.0204396607217377,0.0591850590852582,0.0595248258302739,1526,334,263.37,36.5,0.86,0.46,"low.risk",128.6,39.6,0.82,0.08,"low.risk",84.9395770392749,0.415510228199405,0.0141692922855401,1,1,0,1,1,0
"56","1G24610",287,278,9,0.0313588850174216,351,0.105888800958283,0,0.296416938110749,0.0426841703500413,0.105462436196697,0.10631516571987,284,278,84.21,13.6,0.71,0.23,"low.risk",65.17,27.74,0.89,0.05,"low.risk",71.5672727272727,0.497382677949092,0.0208114852780056,1,0,0,0,1,0
"57","1G24706",362,347,15,0.0414364640883977,538,0.0464200021285634,0,0.161434977578475,0.0203917334641941,0.0462568761219544,0.0465831281351723,502,347,125.48,19.58,0.78,0.33,"low.risk",60.17,28.29,0.87,0.04,"low.risk",70.0145348837209,0.420868383716196,0.017972493719013,1,0,0,1,1,0
"58","1G25500",345,324,21,0.0608695652173913,237,0.0552366058469013,0,0.177489177489178,0.0239269213227968,0.0550315905860159,0.0554416211077867,214,324,81.47,10.99,0.68,0.19,"low.risk",31.64,25.97,0.91,0.06,"low.risk",59.748427672956,0.412473572463407,0.0240815637011338,1,0,0,0,0,0
"59","1G27460",348,319,29,0.0833333333333334,963,0.0962161469846835,0,0.199349945828819,0.0296427023439316,0.0959581691790047,0.0964741247903623,856,319,149.39,26.83,0.83,0.41,"low.risk",118.51,33.92,0.83,0.04,"low.risk",87.1803797468354,0.377534581173594,0.0189289027020709,1,1,0,1,1,0
"60","1G27752",348,318,30,0.0862068965517241,576,0.0876161615130866,0,0.198841698841699,0.0307349692115975,0.087347835295016,0.0878844877311571,503,318,78.54,19.64,0.77,0.33,"low.risk",63.61,30.51,0.85,0.03,"low.risk",85.184126984127,0.402762011315598,0.0200104030885562,1,1,0,0,1,0
"61","1G27760",322,319,3,0.00931677018633537,297,0.0751949818705492,0,0.189655172413793,0.0351633724861195,0.0748889581629606,0.0755010055781377,197,319,64.88,10.33,0.67,0.18,"low.risk",42.16,26.23,0.9,0.06,"low.risk",70.2215189873418,0.46436691972006,0.0452014287870481,1,0,0,0,1,0
"62","1G29690",332,275,57,0.171686746987952,341,0.0772572261684984,0,0.219135802469136,0.0318885134309114,0.0769352159249488,0.077579236412048,290,275,85.99,13.81,0.71,0.23,"low.risk",45.89,26.99,0.9,0.06,"low.risk",75.0367647058823,0.409690594696872,0.0220325258351395,1,1,0,0,1,0
"63","1G29900",385,342,43,0.111688311688312,2821,0.0662907431118155,0,0.266867211001289,0.0345720225388648,0.0660101308471641,0.066571355376467,2327,342,293.47,44.9,0.83,0.43,"low.risk",143.31,43.79,0.82,0.13,"low.risk",89.6961651917404,0.162425168918121,0.0258608245264577,1,1,1,0,1,0
"64","1G30000",368,324,44,0.119565217391304,888,0.0695567893829356,0,0.241379310344828,0.033239516922971,0.069271980144767,0.0698415986211043,732,324,174.28,24.54,0.81,0.39,"low.risk",80.93,30.86,0.85,0.03,"low.risk",82.9221183800623,0.295634031595106,0.027957603616856,1,1,1,0,1,0
"65","1G30010",380,357,23,0.0605263157894737,1576,0.0842421381034232,0,0.230205278592375,0.0324277344580309,0.083990005584823,0.0844942706220234,1424,357,158.75,35.21,0.86,0.46,"low.risk",101.95,36.4,0.82,0.05,"low.risk",84.4576271186441,0.349574782782376,0.0177007552939665,1,1,0,1,1,0
"66","1G30440",370,343,27,0.072972972972973,1233,0.0712453725547699,0,0.25021645021645,0.0344984109754422,0.070966175373287,0.0715245697362527,869,343,210.85,27.02,0.83,0.41,"low.risk",104.52,31.66,0.84,0.03,"low.risk",86.6970588235294,0.265829464706521,0.0402874255688751,1,1,1,0,1,0
"67","1G31360",328,317,11,0.0335365853658537,213,0.0611684797372226,0,0.164319248826291,0.0235721190633734,0.0609620372713655,0.0613749222030797,202,317,64.74,10.53,0.67,0.18,"low.risk",32.32,25.68,0.91,0.07,"low.risk",65.5714285714286,0.381874288994518,0.0162378565322048,1,0,0,1,0,0
"68","1G31800",224,222,2,0.0089285714285714,192,0.0696763008599068,0,0.207547169811321,0.0295299581335414,0.0693067495673784,0.0700458521524352,182,222,65.64,10.01,0.66,0.15,"low.risk",38.54,25.03,0.92,0.08,"low.risk",68.9252336448598,0.469332851109744,0.0164666135171813,1,0,0,1,0,0
"69","1G33410",366,333,33,0.0901639344262295,1561,0.0709745448014629,0,0.157894736842105,0.0237078324865162,0.070776905509316,0.0711721840936097,1357,333,164.77,34.37,0.86,0.45,"low.risk",131.44,38.07,0.82,0.06,"low.risk",86.769696969697,0.338412898130757,0.0196451284190062,1,1,0,1,1,0
"70","1G47380",318,297,21,0.0660377358490566,435,0.0548081133347399,0,0.170900692840647,0.0267011484491123,0.054558492455222,0.0550577342142578,335,297,91.82,15.17,0.73,0.26,"low.risk",33.95,27.3,0.89,0.05,"low.risk",75.7380952380952,0.468240649877587,0.0416068076287409,1,1,0,0,1,0
"71","1G47670",339,314,25,0.0737463126843658,440,0.0689674414821403,0,0.188636363636364,0.0284458410069848,0.0687159313001035,0.0692189516641771,357,314,82.77,15.79,0.73,0.27,"low.risk",46.01,26.61,0.9,0.06,"low.risk",75.0868167202572,0.403298026226232,0.0254664220014393,1,1,0,0,1,0
"72","1G48090",374,339,35,0.0935828877005348,1421,0.057471288253034,0,0.18756169792695,0.02317742248197,0.0572814956849545,0.0576610808211135,1120,339,167.23,31.05,0.85,0.44,"low.risk",115.31,35.91,0.82,0.05,"low.risk",86.2291666666667,0.221619926638887,0.0233476735224486,1,1,1,0,1,0
"73","1G48880",368,349,19,0.0516304347826086,733,0.0939843825282294,0,0.26865671641791,0.0347238433085312,0.0937081993661754,0.0942605656902833,586,349,92.34,21.51,0.79,0.36,"low.risk",68.2,29.6,0.85,0.03,"low.risk",85.1647398843931,0.362503010963604,0.0263196416740675,1,1,0,0,1,0
"74","1G49040",356,315,41,0.115168539325843,383,0.0601685574505273,0,0.142857142857143,0.0207835760539413,0.059985379206187,0.0603517356948676,347,315,110.32,15.5,0.73,0.27,"low.risk",59.31,27.54,0.89,0.05,"low.risk",75.0608974358974,0.40354431629507,0.0119597706374854,1,1,0,1,1,0
"75","1G49820",353,331,22,0.0623229461756374,414,0.0723367256253113,0,0.189320388349515,0.0259117717693489,0.072119406045429,0.0725540452051935,371,331,90.31,16.17,0.74,0.28,"low.risk",60.13,28.02,0.88,0.04,"low.risk",78.3780487804878,0.455774265563,0.0202779866232976,1,1,0,0,1,0
"76","1G49970",328,296,32,0.0975609756097561,18,0.114131280547033,0,0.666666666666667,0.113442961783299,0.11306714776577,0.115195413328296,18,296,NA,-1.18,0.49,0,"low.risk",NA,23.59,0.96,0.11,"low.risk",41.5072463768116,0.368718701775132,0.0313257035746873,1,0,0,0,0,0
"77","1G50940",318,301,17,0.0534591194968553,393,0.0782748167486924,0,0.209424083769634,0.029810606163181,0.0779998363967368,0.0785497971006481,353,301,77,15.7,0.73,0.27,"low.risk",54.81,28.35,0.88,0.04,"low.risk",77.7986577181208,0.479737238936573,0.0255793712257532,1,1,0,0,1,0
"78","1G51550",341,307,34,0.0997067448680352,1023,0.0962286142852372,0,0.29614181438999,0.0489391884621265,0.0957860247483995,0.0966712038220749,854,307,146.31,26.81,0.83,0.4,"low.risk",107.13,33.49,0.83,0.04,"low.risk",85.5756578947368,0.208188701981365,0.0242482929342457,1,1,1,0,1,0
"79","1G51720",353,339,14,0.0396600566572238,525,0.0651301381893964,0,0.239923224568138,0.0350807627060238,0.0648428729402366,0.0654174034385561,434,339,95.86,17.89,0.76,0.31,"low.risk",74.52,28.04,0.87,0.04,"low.risk",78.0952380952381,0.193977712796024,0.0233831715038215,1,1,1,0,1,0
"80","1G52520",367,324,43,0.11716621253406,1450,0.101905252656741,0,0.298202614379085,0.0350142334047023,0.101605236950611,0.10220526836287,1238,324,162.58,32.77,0.85,0.44,"low.risk",123.04,36.38,0.82,0.05,"low.risk",87.8691588785047,0.262387748453575,0.0202380170219944,1,1,1,0,1,0
"81","1G52760",334,304,30,0.0898203592814372,364,0.0889128168693881,0,0.298360655737705,0.0383150584151944,0.0885628830728459,0.0892627506659304,251,304,93.26,12.4,0.69,0.21,"low.risk",38.83,26.5,0.9,0.06,"low.risk",79.3920265780731,0.308795379153081,0.0319987769531767,1,1,1,0,1,0
"82","1G53270",368,335,33,0.0896739130434783,1647,0.0789515460034808,0,0.210368144252442,0.0272159238855416,0.0787260182832623,0.0791770737236993,1359,335,217.06,34.39,0.86,0.45,"low.risk",134.54,36.95,0.82,0.05,"low.risk",87.25,0.383409889070582,0.0228240909529163,1,1,0,0,1,0
"83","1G55150",337,321,16,0.0474777448071216,453,0.0570826638310114,0,0.209713024282561,0.0244423348438455,0.0568712718503879,0.0572940558116348,394,321,110.07,16.83,0.75,0.29,"low.risk",64.59,27.27,0.89,0.05,"low.risk",73.9748427672956,0.372428399413702,0.0236051614536105,1,0,0,0,1,0
"84","1G55250",345,321,24,0.0695652173913044,210,0.0652858978641393,0,0.227979274611399,0.0276210006818038,0.0650470148736954,0.0655247808545831,198,321,43.84,10.36,0.67,0.18,"low.risk",36.39,26.53,0.9,0.06,"low.risk",62.5583596214511,0.200793641165787,0.0159778893813885,1,0,1,1,0,0
"85","1G55270",377,354,23,0.0610079575596817,1140,0.0775140415827272,0,0.276595744680851,0.0382595133366978,0.0772140410956289,0.0778140420698256,775,354,177.87,25.32,0.82,0.4,"low.risk",81.95,29.77,0.85,0.03,"low.risk",84.008547008547,0.464355342778891,0.0453270251954318,1,1,0,0,1,0
